latitude,longitude,altitude,date
48.860151,2.336587,-154.91,2009-04-27 11:51:23
48.86011,2.336579,-50.57,2009-04-27 11:51:28
48.860092,2.336578,291.14,2009-04-27 11:51:33
48.860054,2.336581,-401.19,2009-04-27 11:51:38
48.860011,2.33655,439.02,2009-04-27 11:51:43
48.859938,2.336547,-100.97,2009-04-27 11:51:48
48.859846,2.336499,202.75,2009-04-27 11:51:53
48.859759,2.336414,129.06,2009-04-27 11:51:58
48.859691,2.336391,123.97,2009-04-27 11:52:03
48.859616,2.33638,184.89,2009-04-27 11:52:08
48.859529,2.336345,96.81,2009-04-27 11:52:13
48.859441,2.336283,-182.35,2009-04-27 11:52:18
48.859426,2.336304,-19.21,2009-04-27 11:52:23
48.859476,2.336319,-426.64,2009-04-27 11:52:28
48.859556,2.336334,111.92,2009-04-27 11:52:33
48.859618,2.336349,-244.00,2009-04-27 11:52:38
48.85973,2.336415,122.17,2009-04-27 11:52:39
48.859819,2.336442,-115.05,2009-04-27 11:52:43
48.859832,2.336467,484.15,2009-04-27 11:52:48
48.859796,2.336526,98.21,2009-04-27 11:52:53
48.859783,2.336544,94.31,2009-04-27 11:52:58
48.859767,2.336585,220.29,2009-04-27 11:53:03
48.859751,2.33662,-64.68,2009-04-27 11:53:08
48.859746,2.33665,307.74,2009-04-27 11:53:13
48.859725,2.336694,-469.46,2009-04-27 11:53:18
48.859719,2.336674,-514.47,2009-04-27 11:53:23
48.859733,2.336628,-216.00,2009-04-27 11:53:28
48.859734,2.336545,-39.03,2009-04-27 11:53:33
48.859708,2.336454,162.42,2009-04-27 11:53:38
48.859713,2.336374,119.08,2009-04-27 11:53:43
48.859706,2.336318,11.8,2009-04-27 11:53:48
48.859705,2.336293,-294.94,2009-04-27 11:53:53
48.859693,2.336267,186.03,2009-04-27 11:53:58
48.859671,2.336301,-416.34,2009-04-27 11:54:03
48.859667,2.336364,-76.04,2009-04-27 11:54:08
48.859722,2.336353,-339.28,2009-04-27 11:54:13
48.859772,2.336336,-191.73,2009-04-27 11:54:18
48.85979,2.336354,-72.84,2009-04-27 11:54:23
48.859814,2.336375,81.87,2009-04-27 11:54:28
48.859817,2.336398,-240.94,2009-04-27 11:54:33
48.859813,2.336412,-51.05,2009-04-27 11:54:38
48.859823,2.336463,-464.71,2009-04-27 11:54:43
48.859917,2.336508,-149.34,2009-04-27 11:54:48
48.859977,2.336571,444.38,2009-04-27 11:54:53
48.860022,2.336603,200.32,2009-04-27 11:54:58
48.860044,2.336619,90.29,2009-04-27 11:55:03
48.859982,2.33663,451.97,2009-04-27 11:55:08
48.859917,2.336634,-186.4,2009-04-27 11:55:13
48.859844,2.336686,109.17,2009-04-27 11:55:18
48.85979,2.336709,-180.19,2009-04-27 11:55:23
48.859761,2.336723,-235.61,2009-04-27 11:55:28
48.859742,2.336689,-105.89,2009-04-27 11:55:33
48.859746,2.336655,26.28,2009-04-27 11:55:38
48.859751,2.336586,116.46,2009-04-27 11:55:43
48.859775,2.33652,294.48,2009-04-27 11:55:48
48.859822,2.33646,74.31,2009-04-27 11:55:53
48.859842,2.3364,-316.36,2009-04-27 11:55:58
48.859856,2.336374,235.13,2009-04-27 11:56:03
48.85985,2.336352,9.38,2009-04-27 11:56:08
48.859848,2.336324,-219.88,2009-04-27 11:56:13
48.859837,2.336323,-45.42,2009-04-27 11:56:18
48.859811,2.336301,23.00,2009-04-27 11:56:23
48.859782,2.336284,157.65,2009-04-27 11:56:28
48.859759,2.336293,303.78,2009-04-27 11:56:33
48.859714,2.336335,269.13,2009-04-27 11:56:38
48.859628,2.336358,-136.95,2009-04-27 11:56:43
48.859613,2.336378,4.32,2009-04-27 11:56:48
48.859628,2.336398,282.66,2009-04-27 11:56:53
48.859594,2.336414,-121.89,2009-04-27 11:56:58
48.859533,2.33641,-61.49,2009-04-27 11:57:03
48.859476,2.33637,-765.79,2009-04-27 11:57:08
48.859468,2.336334,-142.54,2009-04-27 11:57:13
48.859461,2.336316,443.17,2009-04-27 11:57:18
48.859485,2.336355,98.18,2009-04-27 11:57:23
48.859509,2.336407,280.35,2009-04-27 11:57:28
48.859462,2.336442,202.59,2009-04-27 11:57:33
48.859427,2.336474,-139.58,2009-04-27 11:57:38
48.859519,2.336513,-24.3,2009-04-27 11:57:42
48.859607,2.336531,221.72,2009-04-27 11:57:47
48.859673,2.336501,83.08,2009-04-27 11:57:52
48.859723,2.336492,224.05,2009-04-27 11:57:57
48.859783,2.336518,102.45,2009-04-27 11:58:02
48.859815,2.336543,-53.7,2009-04-27 11:58:07
48.85984,2.336563,-38.64,2009-04-27 11:58:12
48.859852,2.336611,-223.23,2009-04-27 11:58:17
48.859882,2.336676,-69.36,2009-04-27 11:58:22
48.859904,2.336706,456.31,2009-04-27 11:58:27
48.859928,2.336706,-452.44,2009-04-27 11:58:32
48.859925,2.336693,114.41,2009-04-27 11:58:37
48.85991,2.336692,174.37,2009-04-27 11:58:42
48.859894,2.336658,147.51,2009-04-27 11:58:47
48.85987,2.336647,501.73,2009-04-27 11:58:52
48.859858,2.336595,-155.53,2009-04-27 11:58:57
48.859865,2.336518,7.00,2009-04-27 11:59:02
48.859856,2.336433,-55.47,2009-04-27 11:59:07
48.859858,2.336385,-213.4,2009-04-27 11:59:12
48.859849,2.336346,-127.57,2009-04-27 11:59:17
48.8598,2.336317,63.88,2009-04-27 11:59:22
48.859767,2.336291,-344.76,2009-04-27 11:59:27
48.859778,2.336305,184.48,2009-04-27 11:59:32
48.859756,2.336285,-64.37,2009-04-27 11:59:37
48.859744,2.336286,149.62,2009-04-27 11:59:42
48.859744,2.336286,-54.11,2009-04-27 11:59:45
48.859748,2.336282,165.03,2009-04-27 11:59:47
48.859748,2.336246,347.38,2009-04-27 11:59:52
48.859765,2.336247,589.53,2009-04-27 11:59:57
48.859772,2.336256,5.35,2009-04-27 12:00:02
48.859771,2.33627,31.21,2009-04-27 12:00:07
48.859787,2.336254,200.89,2009-04-27 12:00:12
48.859798,2.336256,2.44,2009-04-27 12:00:17
48.859819,2.336273,-580.92,2009-04-27 12:00:22
48.859843,2.336273,-69.49,2009-04-27 12:00:27
48.859864,2.336281,-182.94,2009-04-27 12:00:32
48.859851,2.336294,40.72,2009-04-27 12:00:37
48.859892,2.336272,145.85,2009-04-27 12:00:42
48.859901,2.336275,-488.52,2009-04-27 12:00:47
48.85989,2.336294,118.5,2009-04-27 12:00:52
48.859841,2.336311,293.26,2009-04-27 12:00:57
48.859781,2.336337,136.55,2009-04-27 12:01:02
48.859691,2.336349,78.01,2009-04-27 12:01:07
48.859607,2.336376,281.86,2009-04-27 12:01:12
48.859527,2.336397,-298.28,2009-04-27 12:01:17
48.859507,2.336415,655.37,2009-04-27 12:01:22
48.859521,2.336417,57.57,2009-04-27 12:01:27
48.859471,2.336448,-216.79,2009-04-27 12:01:32
48.859471,2.336448,-20.1,2009-04-27 12:01:35
48.859465,2.33645,85.56,2009-04-27 12:01:37
48.859496,2.336445,-123.21,2009-04-27 12:01:42
48.859458,2.336473,355.39,2009-04-27 12:01:47
48.85942,2.336496,-287.48,2009-04-27 12:01:52
48.859498,2.336469,310.24,2009-04-27 12:01:57
48.85959,2.336435,-369.03,2009-04-27 12:02:00
48.85964,2.336379,368.16,2009-04-27 12:02:05
48.859732,2.336322,187.5,2009-04-27 12:02:09
48.859815,2.336261,-97.77,2009-04-27 12:02:13
48.859915,2.336196,108.37,2009-04-27 12:02:18
48.860052,2.336184,397.76,2009-04-27 12:02:21
48.860088,2.336189,177.81,2009-04-27 12:02:26
48.860032,2.336222,254.42,2009-04-27 12:02:31
48.859977,2.336224,-22.07,2009-04-27 12:02:36
48.859937,2.336232,-103.98,2009-04-27 12:02:41
48.859914,2.336288,-98.91,2009-04-27 12:02:46
48.859894,2.33631,-116.36,2009-04-27 12:02:51
48.859904,2.336312,321.64,2009-04-27 12:02:56
48.859899,2.336337,14.78,2009-04-27 12:03:01
48.8599,2.336367,130.46,2009-04-27 12:03:06
48.859912,2.336401,-128.08,2009-04-27 12:03:11
48.859898,2.336407,131.2,2009-04-27 12:03:16
48.859899,2.33642,83.3,2009-04-27 12:03:21
48.859928,2.33643,-62.45,2009-04-27 12:03:26
48.859952,2.336436,14.51,2009-04-27 12:03:31
48.859936,2.336453,122.33,2009-04-27 12:03:36
48.85992,2.336422,-134.46,2009-04-27 12:03:41
48.859917,2.336405,-290.61,2009-04-27 12:03:46
48.859945,2.336423,-444.54,2009-04-27 12:03:51
48.859968,2.336511,143.26,2009-04-27 12:03:56
48.859981,2.336595,-668.06,2009-04-27 12:04:01
48.860008,2.336616,-306.04,2009-04-27 12:04:06
48.860063,2.336649,146.87,2009-04-27 12:04:11
48.860158,2.336653,-465.91,2009-04-27 12:04:16
48.860216,2.336649,-33.55,2009-04-27 12:04:21
48.860267,2.336698,98.32,2009-04-27 12:04:26
48.860264,2.336728,-19.93,2009-04-27 12:04:31
48.860263,2.336745,-72.11,2009-04-27 12:04:36
48.860263,2.336732,-376.66,2009-04-27 12:04:41
48.86028,2.336703,397.6,2009-04-27 12:04:46
48.860309,2.33667,-109.93,2009-04-27 12:04:51
48.860331,2.336678,-118.54,2009-04-27 12:04:56
48.860357,2.33662,-118.28,2009-04-27 12:05:01
48.860357,2.33662,509.71,2009-04-27 12:05:04
48.860356,2.336627,93.77,2009-04-27 12:05:06
48.860335,2.336698,-295.75,2009-04-27 12:05:11
48.860345,2.33679,-55.03,2009-04-27 12:05:16
48.860363,2.336819,-308.3,2009-04-27 12:05:21
48.860401,2.33684,-128.89,2009-04-27 12:05:26
48.860392,2.33689,12.75,2009-04-27 12:05:31
48.860306,2.336898,551.34,2009-04-27 12:05:36
48.860208,2.33691,231.5,2009-04-27 12:05:40
48.860104,2.336909,103.69,2009-04-27 12:05:43
48.860071,2.336867,239.75,2009-04-27 12:05:48
48.860071,2.336867,-367.29,2009-04-27 12:05:51
48.860072,2.336862,58.89,2009-04-27 12:05:53
48.860067,2.336892,-187.07,2009-04-27 12:05:58
48.860061,2.336908,-662.02,2009-04-27 12:06:03
48.860039,2.3369,189.87,2009-04-27 12:06:08
48.86,2.336892,30.25,2009-04-27 12:06:13
48.859965,2.33692,-470.41,2009-04-27 12:06:18
48.859928,2.33692,23.87,2009-04-27 12:06:23
48.859945,2.336881,146.42,2009-04-27 12:06:28
48.859959,2.33682,-24.61,2009-04-27 12:06:33
48.859973,2.336783,-307.32,2009-04-27 12:06:38
48.859973,2.336755,-168.91,2009-04-27 12:06:43
48.859975,2.336739,-153.96,2009-04-27 12:06:48
48.859993,2.336701,23.35,2009-04-27 12:06:53
48.860011,2.336713,-570.16,2009-04-27 12:06:58
48.860016,2.336724,-26.02,2009-04-27 12:07:03
48.860016,2.336724,223.24,2009-04-27 12:07:06
48.860012,2.336729,246.17,2009-04-27 12:07:08
48.86001,2.336742,79.49,2009-04-27 12:07:13
48.86001,2.336742,99.4,2009-04-27 12:07:16
48.860017,2.336746,431.09,2009-04-27 12:07:18
48.860013,2.336797,-29.2,2009-04-27 12:07:23
48.860029,2.336823,-93.4,2009-04-27 12:07:28
48.859998,2.336774,141.08,2009-04-27 12:07:33
48.860014,2.336689,594.5,2009-04-27 12:07:38
48.860066,2.336585,191.95,2009-04-27 12:07:43
48.860113,2.336498,308.64,2009-04-27 12:07:48
48.860116,2.336451,227.94,2009-04-27 12:07:53
48.860102,2.33646,95.6,2009-04-27 12:07:58
48.860105,2.336432,-105.09,2009-04-27 12:08:03
48.860114,2.336384,37.48,2009-04-27 12:08:08
48.860133,2.336422,641.71,2009-04-27 12:08:13
48.860157,2.336512,-18.85,2009-04-27 12:08:18
48.860148,2.336592,350.38,2009-04-27 12:08:23
48.86011,2.336673,-193.12,2009-04-27 12:08:28
48.860063,2.33676,378.26,2009-04-27 12:08:33
48.860028,2.336854,23.76,2009-04-27 12:08:38
48.86,2.336947,18.79,2009-04-27 12:08:43
48.860003,2.336969,-172.98,2009-04-27 12:08:48
48.860001,2.336989,176.7,2009-04-27 12:08:53
48.859992,2.336997,451.05,2009-04-27 12:08:58
48.859993,2.337049,603.59,2009-04-27 12:09:03
48.85999,2.337139,-40.76,2009-04-27 12:09:08
48.85996,2.337258,311.11,2009-04-27 12:09:13
48.859911,2.337304,56.23,2009-04-27 12:09:18
48.859885,2.337298,-233.14,2009-04-27 12:09:23
48.859864,2.337279,-57.87,2009-04-27 12:09:28
48.859885,2.337219,-66.76,2009-04-27 12:09:33
48.859904,2.337139,-69.87,2009-04-27 12:09:38
48.85991,2.33709,96.03,2009-04-27 12:09:43
48.859938,2.337092,71.76,2009-04-27 12:09:48
48.859979,2.33711,-362.48,2009-04-27 12:09:53
48.859984,2.337119,-25.57,2009-04-27 12:09:58
48.859996,2.337143,-45.28,2009-04-27 12:10:03
48.859998,2.337165,353.88,2009-04-27 12:10:08
48.859998,2.337165,-318.14,2009-04-27 12:10:11
48.859992,2.337162,291.15,2009-04-27 12:10:13
48.859999,2.337128,41.86,2009-04-27 12:10:18
48.860039,2.337096,396.51,2009-04-27 12:10:23
48.860082,2.337074,308.65,2009-04-27 12:10:28
48.860133,2.337086,-286.97,2009-04-27 12:10:33
48.860181,2.337138,362.04,2009-04-27 12:10:38
48.860248,2.337126,-432.6,2009-04-27 12:10:43
48.860329,2.337042,83.26,2009-04-27 12:10:48
48.860385,2.336932,-358.46,2009-04-27 12:10:52
48.860431,2.336823,306.64,2009-04-27 12:10:57
48.860369,2.336945,288.5,2009-04-27 12:11:02
48.860304,2.337015,89.26,2009-04-27 12:11:07
48.860215,2.337077,35.6,2009-04-27 12:11:10
48.860115,2.337131,-250.79,2009-04-27 12:11:15
48.860037,2.337189,35.83,2009-04-27 12:11:20
48.860004,2.337156,-145.4,2009-04-27 12:11:25
48.860005,2.337067,-25.63,2009-04-27 12:11:30
48.859984,2.337029,112.66,2009-04-27 12:11:35
48.859961,2.337006,-572.58,2009-04-27 12:11:40
48.859961,2.337006,-334.00,2009-04-27 12:11:43
48.859959,2.33701,-124.02,2009-04-27 12:11:45
48.859923,2.337022,25.25,2009-04-27 12:11:50
48.859909,2.337027,-484.87,2009-04-27 12:11:55
48.859909,2.337027,105.67,2009-04-27 12:11:58
48.859906,2.337022,185.24,2009-04-27 12:12:00
48.859894,2.337007,322.62,2009-04-27 12:12:05
48.859827,2.337068,-15.5,2009-04-27 12:12:10
48.859773,2.337045,120.18,2009-04-27 12:12:15
48.859747,2.337009,29.23,2009-04-27 12:12:20
48.859724,2.337062,-189.82,2009-04-27 12:12:25
48.859723,2.337077,-241.94,2009-04-27 12:12:30
48.859736,2.337015,-9.64,2009-04-27 12:12:35
48.859736,2.337015,403.39,2009-04-27 12:12:38
48.859736,2.337008,181.59,2009-04-27 12:12:40
48.859735,2.336996,-387.43,2009-04-27 12:12:45
48.859739,2.33699,-345.36,2009-04-27 12:12:50
48.859743,2.336984,97.46,2009-04-27 12:12:55
48.859743,2.336984,-270.61,2009-04-27 12:12:58
48.859747,2.336976,-274.56,2009-04-27 12:13:00
48.859756,2.336976,395.49,2009-04-27 12:13:05
48.859734,2.336978,223.8,2009-04-27 12:13:10
48.859686,2.336963,-168.15,2009-04-27 12:13:15
48.859674,2.337004,40.45,2009-04-27 12:13:20
48.859656,2.336993,-79.09,2009-04-27 12:13:25
48.859658,2.336986,-114.24,2009-04-27 12:13:30
48.859658,2.336986,130.54,2009-04-27 12:13:33
48.859662,2.336988,66.54,2009-04-27 12:13:35
48.85966,2.337,-310.71,2009-04-27 12:13:40
48.85961,2.33705,-469.14,2009-04-27 12:13:45
48.859588,2.337017,358.5,2009-04-27 12:13:50
48.85958,2.336956,-13.45,2009-04-27 12:13:55
48.859627,2.33684,244.63,2009-04-27 12:14:00
48.859627,2.33684,-172.83,2009-04-27 12:14:03
48.859622,2.336837,-557.27,2009-04-27 12:14:05
48.859601,2.336886,78.96,2009-04-27 12:14:10
48.859564,2.336936,62.64,2009-04-27 12:14:15
48.859566,2.336951,-183.51,2009-04-27 12:14:20
48.859566,2.336951,-37.98,2009-04-27 12:14:23
48.859566,2.336952,-160.35,2009-04-27 12:14:25
48.859552,2.336994,-228.16,2009-04-27 12:14:30
48.859554,2.337046,-547.09,2009-04-27 12:14:35
48.859539,2.337077,-95.02,2009-04-27 12:14:40
48.859539,2.337077,-57.43,2009-04-27 12:14:43
48.859542,2.337079,-333.54,2009-04-27 12:14:45
48.859549,2.337088,6.11,2009-04-27 12:14:50
48.859549,2.337088,66.19,2009-04-27 12:14:53
48.859548,2.337087,-254.87,2009-04-27 12:14:55
48.859549,2.337019,53.19,2009-04-27 12:15:00
48.859553,2.336928,-331.92,2009-04-27 12:15:05
48.859559,2.336815,-62.58,2009-04-27 12:15:10
48.859566,2.336723,252.08,2009-04-27 12:15:15
48.859591,2.336701,-66.2,2009-04-27 12:15:20
48.859639,2.336695,203.94,2009-04-27 12:15:25
48.85963,2.336725,-291.46,2009-04-27 12:15:30
48.859613,2.336719,-391.59,2009-04-27 12:15:35
48.859614,2.336731,386.36,2009-04-27 12:15:40
48.859637,2.336714,333.74,2009-04-27 12:15:45
48.859675,2.336694,-117.97,2009-04-27 12:15:50
48.859703,2.336646,-408.57,2009-04-27 12:15:55
48.8597,2.336658,-301.17,2009-04-27 12:16:00
48.859651,2.336701,-298.07,2009-04-27 12:16:05
48.859647,2.33671,-508.63,2009-04-27 12:16:10
48.85967,2.336782,-85.16,2009-04-27 12:16:15
48.859656,2.336794,-16.59,2009-04-27 12:16:20
48.859647,2.336812,272.25,2009-04-27 12:16:25
48.859625,2.336872,-293.19,2009-04-27 12:16:30
48.859626,2.336946,-26.85,2009-04-27 12:16:35
48.85961,2.337016,96.08,2009-04-27 12:16:40
48.859598,2.337048,-333.88,2009-04-27 12:16:45
48.859608,2.337045,-291.00,2009-04-27 12:16:50
48.859635,2.337059,253.54,2009-04-27 12:16:55
48.859646,2.337024,-20.6,2009-04-27 12:17:00
48.859645,2.337015,-97.33,2009-04-27 12:17:05
48.859653,2.336987,190.86,2009-04-27 12:17:10
48.859663,2.336965,-371.03,2009-04-27 12:17:15
48.859663,2.336982,-186.25,2009-04-27 12:17:20
48.859638,2.336995,352.56,2009-04-27 12:17:25
48.859638,2.33696,-3.91,2009-04-27 12:17:30
48.85962,2.336951,14.59,2009-04-27 12:17:35
48.85962,2.336951,-23.6,2009-04-27 12:17:40
48.859614,2.336949,85.88,2009-04-27 12:17:45
48.859611,2.336942,169.15,2009-04-27 12:17:50
48.859611,2.336942,-129.92,2009-04-27 12:17:53
48.85961,2.336934,218.94,2009-04-27 12:17:55
48.859613,2.336923,-162.43,2009-04-27 12:18:00
48.859623,2.336879,379.75,2009-04-27 12:18:05
48.859623,2.336879,-176.46,2009-04-27 12:18:08
48.859631,2.336881,-667.45,2009-04-27 12:18:10
48.859648,2.336887,61.65,2009-04-27 12:18:15
48.859648,2.336887,-214.18,2009-04-27 12:18:18
48.85965,2.336887,-234.88,2009-04-27 12:18:20
48.859659,2.336888,46.96,2009-04-27 12:18:25
48.859672,2.336911,-44.2,2009-04-27 12:18:30
48.859676,2.336926,60.85,2009-04-27 12:18:35
48.8597,2.336872,-130.59,2009-04-27 12:18:40
48.859703,2.336899,90.72,2009-04-27 12:18:45
48.859703,2.336899,469.56,2009-04-27 12:18:48
48.859706,2.336898,-360.41,2009-04-27 12:18:50
48.859755,2.336919,-128.66,2009-04-27 12:18:55
48.859791,2.336926,101.07,2009-04-27 12:19:00
48.859831,2.336917,-159.03,2009-04-27 12:19:05
48.859866,2.336941,80.17,2009-04-27 12:19:10
48.859865,2.336978,281.57,2009-04-27 12:19:15
48.859843,2.337023,130.53,2009-04-27 12:19:20
48.859856,2.337061,-376.00,2009-04-27 12:19:25
48.859856,2.337061,19.72,2009-04-27 12:19:28
48.859855,2.337066,214.14,2009-04-27 12:19:30
48.85984,2.337071,-201.48,2009-04-27 12:19:35
48.859799,2.33709,-314.09,2009-04-27 12:19:40
48.85978,2.337165,-45.97,2009-04-27 12:19:45
48.85978,2.337225,105.97,2009-04-27 12:19:50
48.859817,2.337254,-215.63,2009-04-27 12:19:55
48.859869,2.337248,-159.09,2009-04-27 12:20:00
48.859906,2.337217,-349.43,2009-04-27 12:20:05
48.859963,2.33722,-176.65,2009-04-27 12:20:10
48.860045,2.33727,-131.09,2009-04-27 12:20:15
48.860057,2.337306,-215.15,2009-04-27 12:20:20
48.860053,2.337335,125.14,2009-04-27 12:20:25
48.860056,2.337341,250.37,2009-04-27 12:20:30
48.860056,2.337341,322.19,2009-04-27 12:20:33
48.860053,2.337347,555.95,2009-04-27 12:20:35
48.860047,2.337359,-39.2,2009-04-27 12:20:40
48.860049,2.33736,-3.95,2009-04-27 12:20:45
48.860048,2.337353,-216.92,2009-04-27 12:20:50
48.860048,2.337353,-133.33,2009-04-27 12:20:53
48.860052,2.337345,131.56,2009-04-27 12:20:55
48.860008,2.337318,370.58,2009-04-27 12:21:00
48.85997,2.337264,392.15,2009-04-27 12:21:05
48.859941,2.337253,93.03,2009-04-27 12:21:10
48.859921,2.337264,-109.64,2009-04-27 12:21:15
48.859921,2.337264,-123.66,2009-04-27 12:21:18
48.859927,2.337272,-439.88,2009-04-27 12:21:20
48.859908,2.3373,414.69,2009-04-27 12:21:25
48.859839,2.337275,400.17,2009-04-27 12:21:30
48.859844,2.337231,-235.11,2009-04-27 12:21:35
48.859855,2.33717,-134.08,2009-04-27 12:21:40
48.859891,2.33712,-133.07,2009-04-27 12:21:45
48.859936,2.337065,-208.88,2009-04-27 12:21:50
48.859988,2.337083,159.9,2009-04-27 12:21:55
48.860021,2.337118,-184.06,2009-04-27 12:22:00
48.860033,2.337173,246.76,2009-04-27 12:22:05
48.860068,2.337244,216.63,2009-04-27 12:22:10
48.860067,2.33729,-511.03,2009-04-27 12:22:15
48.860113,2.337321,-72.86,2009-04-27 12:22:20
48.860128,2.33734,-330.13,2009-04-27 12:22:25
48.860092,2.337434,251.92,2009-04-27 12:22:30
48.860057,2.337534,295.41,2009-04-27 12:22:35
48.860053,2.337577,267.91,2009-04-27 12:22:40
48.860064,2.337612,-332.22,2009-04-27 12:22:45
48.860028,2.33771,91.58,2009-04-27 12:22:50
48.859971,2.337828,-228.92,2009-04-27 12:22:55
48.859919,2.337908,361.13,2009-04-27 12:23:00
48.859902,2.337934,-352.17,2009-04-27 12:23:05
48.859917,2.337924,211.28,2009-04-27 12:23:10
48.86,2.337832,278.03,2009-04-27 12:23:20
48.86,2.337832,-274.59,2009-04-27 12:24:03
48.860005,2.33783,128.42,2009-04-27 12:24:05
48.860104,2.337806,-32.72,2009-04-27 12:24:10
48.860202,2.337915,186.26,2009-04-27 12:24:14
48.860229,2.338089,-217.22,2009-04-27 12:24:17
48.860213,2.338053,333.3,2009-04-27 12:24:22
48.860195,2.338063,-189.53,2009-04-27 12:24:27
48.860145,2.338333,244.38,2009-04-27 12:24:32
48.860137,2.338543,-75.09,2009-04-27 12:24:35
48.860217,2.338706,-102.73,2009-04-27 12:24:38
48.860308,2.338881,-202.64,2009-04-27 12:24:40
48.86044,2.338847,-180.79,2009-04-27 12:24:41
48.86059,2.338842,256.12,2009-04-27 12:24:42
48.860784,2.338838,298.38,2009-04-27 12:24:44
48.860887,2.338857,162.5,2009-04-27 12:24:46
48.860984,2.338789,26.8,2009-04-27 12:24:49
48.861082,2.338691,-231.43,2009-04-27 12:24:50
48.860645,2.339219,220.11,2009-04-27 12:24:52
48.860536,2.339415,35.3,2009-04-27 12:24:54
48.860483,2.339559,19.16,2009-04-27 12:24:56
48.860508,2.339648,-103.06,2009-04-27 12:25:01
48.86051,2.339637,523.78,2009-04-27 12:25:06
48.860525,2.339628,-12.64,2009-04-27 12:25:11
48.860552,2.339531,24.93,2009-04-27 12:25:16
48.860547,2.339402,55.5,2009-04-27 12:25:21
48.860535,2.339327,-261.23,2009-04-27 12:25:26
48.860513,2.339279,43.5,2009-04-27 12:25:31
48.860511,2.339174,-1.81,2009-04-27 12:25:36
48.860506,2.339116,-109.05,2009-04-27 12:25:41
48.860504,2.339027,-409.53,2009-04-27 12:25:46
48.860448,2.338987,-375.49,2009-04-27 12:25:51
48.860433,2.338923,250.04,2009-04-27 12:25:56
48.860481,2.338778,-244.83,2009-04-27 12:26:00
48.860529,2.338658,-699.71,2009-04-27 12:26:03
48.860598,2.338559,-242.08,2009-04-27 12:26:07
48.860519,2.338637,278.9,2009-04-27 12:26:11
48.860444,2.338631,72.27,2009-04-27 12:26:16
48.860395,2.338583,214.38,2009-04-27 12:26:21
48.860401,2.338552,-273.49,2009-04-27 12:26:26
48.860323,2.338701,277.06,2009-04-27 12:26:27
48.860253,2.33882,110.41,2009-04-27 12:26:28
48.860222,2.33886,133.85,2009-04-27 12:26:33
48.860202,2.338846,-318.65,2009-04-27 12:26:38
48.860138,2.338837,-299.99,2009-04-27 12:26:43
48.860093,2.338762,-494.9,2009-04-27 12:26:48
48.860141,2.338701,-124.72,2009-04-27 12:26:53
48.860114,2.338724,225.15,2009-04-27 12:26:58
48.860102,2.338658,209.32,2009-04-27 12:27:03
48.86001,2.33866,53.51,2009-04-27 12:27:06
48.859945,2.338646,-48.38,2009-04-27 12:27:11
48.859952,2.338679,-74.73,2009-04-27 12:27:16
48.85987,2.338762,149.93,2009-04-27 12:27:21
48.859821,2.338843,322.15,2009-04-27 12:27:26
48.859847,2.338913,-298.62,2009-04-27 12:27:31
48.85986,2.338929,102.72,2009-04-27 12:27:36
48.859807,2.339029,-207.61,2009-04-27 12:27:41
48.859619,2.338973,107.33,2009-04-27 12:28:19
48.859668,2.338459,56.93,2009-04-27 12:28:20
48.859458,2.339236,287.59,2009-04-27 12:28:22
48.8594,2.33934,215.12,2009-04-27 12:28:23
48.859396,2.339486,293.58,2009-04-27 12:28:27
48.859483,2.33955,-407.29,2009-04-27 12:28:30
48.859464,2.339686,-260.9,2009-04-27 12:28:35
48.859394,2.339798,54.32,2009-04-27 12:28:39
48.859372,2.339818,7.73,2009-04-27 12:28:44
48.859366,2.339762,-139.89,2009-04-27 12:28:49
48.859357,2.339753,414.19,2009-04-27 12:28:54
48.859357,2.339753,-243.32,2009-04-27 12:28:57
48.859357,2.339759,17.62,2009-04-27 12:28:59
48.859353,2.339691,27.71,2009-04-27 12:29:04
48.859339,2.339632,158.39,2009-04-27 12:29:09
48.859312,2.339607,-303.73,2009-04-27 12:29:14
48.859293,2.339611,-557.53,2009-04-27 12:29:19
48.859293,2.339635,-17.57,2009-04-27 12:29:24
48.859224,2.339633,-18.99,2009-04-27 12:29:29
48.859134,2.3396,-21.03,2009-04-27 12:29:33
48.859036,2.33956,114.00,2009-04-27 12:29:37
48.858946,2.339546,-465.04,2009-04-27 12:29:41
48.858844,2.33951,169.97,2009-04-27 12:29:46
48.858758,2.339507,67.17,2009-04-27 12:29:51
48.85868,2.339479,284.49,2009-04-27 12:29:56
48.858664,2.339488,69.03,2009-04-27 12:30:01
48.858651,2.339489,-7.15,2009-04-27 12:30:06
48.858649,2.339503,-330.1,2009-04-27 12:30:11
48.858653,2.339492,-412.31,2009-04-27 12:30:16
48.858679,2.339524,-134.77,2009-04-27 12:30:21
48.858813,2.339639,325.02,2009-04-27 12:30:36
48.85885,2.339641,195.21,2009-04-27 12:31:06
48.859,2.339578,211.63,2009-04-27 12:31:07
48.859288,2.339421,71.69,2009-04-27 12:31:08
48.861605,2.338301,-403.81,2009-04-27 12:31:42
48.861787,2.338305,-168.45,2009-04-27 12:31:43
48.862035,2.338308,211.31,2009-04-27 12:31:44
48.862151,2.338306,-20.13,2009-04-27 12:31:45
48.862287,2.338306,141.52,2009-04-27 12:31:47
48.862395,2.33832,-67.19,2009-04-27 12:31:49
48.862505,2.338306,414.28,2009-04-27 12:31:52
