WKT,Edge ID,From Node,To Node ID,Two Way,Speed (m/s,Vertex Cou
"LINESTRING (1686283.424590966897085 248777.02154992762371,1686357.732167910318822 248794.383133158291457,1686424.046292430488393 248807.963232224487001,1686528.004677321063355 248819.942175816366216)",884147800481,884147800536,884147800537,1,16.666666670000001,4
"LINESTRING (1686528.004677321063355 248819.942175816366216,1686612.109226125990972 248830.293040599237429)",884147800482,884147800537,884147800538,1,16.666666670000001,2
"LINESTRING (1686612.109226125990972 248830.293040599237429,1686796.86813703039661 248852.679326055396814)",884147800483,884147800538,884147800539,1,16.666666670000001,2
"LINESTRING (1686779.108454200671986 249097.602141454612138,1686766.322509459685534 249243.612546256917994)",884147800490,884147800543,884147800542,1,16.666666670000001,2
"LINESTRING (1686796.86813703039661 248852.679326055396814,1686797.046049896860495 248863.440070361481048)",884147800491,884147800539,884147800544,1,16.666666670000001,2
"LINESTRING (1686797.046049896860495 248863.440070361481048,1686779.108454200671986 249097.602141454612138)",884147800492,884147800544,884147800543,1,16.666666670000001,2
"LINESTRING (1684493.666965404525399 247821.372713034943445,1684506.472691353177652 247875.956519646162633,1684516.758536052657291 247898.291179045161698,1684539.647335678339005 247923.351564225158654)",884147800493,884147800454,884147800519,1,11.111111110000000,4
"LINESTRING (1684230.828250216087326 247873.698663229704835,1684388.329859655816108 247885.752239875000669)",884147800494,884147800545,884147800455,0,11.111111110000000,2
"LINESTRING (1682940.41393149853684 248212.288541341316886,1683005.947023491142318 248178.900874095910694,1683064.791168587747961 248140.732725308771478,1683128.031633428065106 248088.791962903691456,1683208.206279962789267 248021.890481330890907,1683263.698549764463678 247980.843448225874454,1683322.625585882458836 247947.567330181365833,1683396.187259649625048 247919.917970018752385,1683504.075129309203476 247889.738446043164004,1683595.061713335569948 247876.476598336710595)",884147800495,884147800424,884147800546,0,11.111111110000000,10
"LINESTRING (1683595.061713335569948 247876.476598336710595,1683676.218916333513334 247868.271882740664296,1683814.379828069359064 247869.879888026742265,1683984.24011214915663 247869.981652987829875)",884147800496,884147800546,884147800547,0,11.111111110000000,4
"LINESTRING (1683984.24011214915663 247869.981652987829875,1684043.111626694444567 247872.913925907603698,1684230.828250216087326 247873.698663229704835)",884147800497,884147800547,884147800545,0,11.111111110000000,3
"LINESTRING (1684238.52284934441559 248493.951358434482245,1684247.665868617128581 248606.328654071694473,1684251.807326278183609 248854.803429834835697)",884147800498,884147800523,884147800430,1,11.111111110000000,3
"LINESTRING (1684230.828250216087326 247873.698663229704835,1684229.52230972587131 247953.958968192659086)",884147800499,884147800545,884147800456,0,11.111111110000000,2
"LINESTRING (1684229.52230972587131 247953.958968192659086,1684238.52284934441559 248493.951358434482245)",884147800500,884147800456,884147800523,1,11.111111110000000,2
"LINESTRING (1685290.161997627234086 246075.171411907998845,1685188.765974257607013 246059.242372344684554,1684966.36059155408293 246040.432712271198398,1684766.796571649610996 246043.751572424778715,1684564.589355106465518 246047.116533452935982)",884147800764,884147800763,884147800764,0,26.388888890000000,5
"LINESTRING (1685299.120818388881162 246057.409305187087739,1685447.872548900311813 246098.972748231259175,1685572.2874855985865 246147.79078547883546,1685683.55063678487204 246200.741850810474716,1685800.873928992077708 246260.442694073746679,1685875.066175844985992 246310.095521896641003,1685937.975838043261319 246357.000080202094978,1686065.391381866298616 246467.418154936749488,1686158.152718194527552 246560.797698373411549,1686258.554399096872658 246676.557066168752499,1686311.359078005189076 246752.007142001937609,1686369.692503603640944 246842.043601060460787,1686428.268256188370287 246946.753975378902396)",884147800765,884147800765,884147800766,0,26.388888890000000,13
"LINESTRING (1684554.800577339483425 246014.988381049217423,1684719.455968369496986 246019.097709004796343,1684983.118715311400592 246014.712644324550638,1685131.383791782194749 246026.926176042004954,1685299.120818388881162 246057.409305187087739)",884147800766,884147800503,884147800765,0,26.388888890000000,5
"LINESTRING (1686789.20893265074119 248509.346531740156934,1686784.334013043437153 248374.391800330718979,1686772.320406042272225 248247.383220084069762,1686756.150602861074731 248148.820346339256503,1686721.056855292525142 247985.009745070594363,1686662.960617555072531 247749.169341884698952,1686579.573466193396598 247462.864555429172469)",884147800768,884147800722,884147800768,0,16.666666670000001,7
"LINESTRING (1686601.427048332290724 247465.438630477845436,1686690.22927482938394 247759.482099093613215,1686779.206812292570248 248064.286738524067914,1686800.484522887738422 248152.001509877940407,1686808.836177204502746 248217.424079520947998)",884147800769,884147800769,884147800770,0,16.666666670000001,5
"LINESTRING (1686808.836177204502746 248217.424079520947998,1686817.317160328151658 248290.67264889870421,1686823.864421911770478 248366.888734880019911,1686827.108018620172516 248443.159429398161592)",884147800770,884147800770,884147800771,0,16.666666670000001,4
"LINESTRING (1686428.268256188370287 246946.753975378902396,1686474.353450339986011 247055.585261416475987,1686515.087235868675634 247160.591121122328332,1686546.521316503407434 247262.815354364807718)",884147800771,884147800766,884147800772,0,26.388888890000000,4
"LINESTRING (1686401.354537218576297 246957.963073746330338,1686357.623524690978229 246871.598878342629177,1686266.778808172559366 246734.153394453634974,1686176.305494164349511 246619.208069168962538,1686088.10522875469178 246521.838811903551687,1686012.945535594364628 246453.60937535049743)",884147800772,884147800773,884147800774,0,16.666666670000001,6
"LINESTRING (1686012.945535594364628 246453.60937535049743,1685915.800647041061893 246374.980941859888844,1685810.725367050850764 246296.484486229688628,1685703.910233875270933 246232.695219108572928,1685587.247262236196548 246172.984012102533597,1685492.812341848621145 246138.346023275546031,1685408.998694530921057 246106.467715085454984,1685290.161997627234086 246075.171411907998845)",884147800773,884147800774,884147800763,0,26.388888890000000,8
"LINESTRING (1683534.937024656217545 248866.763841787731508,1683538.880001005250961 249537.962364492559573)",884147800517,884147800437,884147800567,1,11.111111110000000,2
"LINESTRING (1683598.527791394619271 248519.305918765312526,1683541.355073794489726 248815.773629544419236,1683534.937024656217545 248866.763841787731508)",884147800518,884147800524,884147800437,1,11.111111110000000,3
"LINESTRING (1683598.578186433762312 248245.319657902582549,1683602.041855895193294 248452.707919235283043,1683598.527791394619271 248519.305918765312526)",884147800519,884147800457,884147800524,1,11.111111110000000,3
"LINESTRING (1684564.589355106465518 246047.116533452935982,1684365.090592474211007 246054.35261049104156,1683798.843935669865459 246067.707122774241725,1682848.123010897310451 246094.359259260585532,1682655.893964139046147 246101.491662145737791,1682379.857502148719504 246116.88023145639454,1682043.207953515462577 246144.053512456390308,1681863.469154080143198 246147.070301597414073,1681754.32142209704034 246142.053457183821592,1681709.981785415438935 246138.884101542673307,1681584.132991313701496 246123.385044741997262,1681525.12401609052904 246112.634459741035243)",884147800776,884147800764,884147800759,0,26.388888890000000,12
"LINESTRING (1683595.061713335569948 247876.476598336710595,1683598.578186433762312 248245.319657902582549)",884147800520,884147800546,884147800457,1,11.111111110000000,2
"LINESTRING (1686789.170079428935423 248666.888383148907451,1686790.955724539933726 248614.997472133574774,1686789.20893265074119 248509.346531740156934)",884147800777,884147800777,884147800722,0,16.666666670000001,3
"LINESTRING (1686796.86813703039661 248852.679326055396814,1686783.826962380902842 248783.420217529434012,1686787.190357756102458 248707.040301128727151,1686789.170079428935423 248666.888383148907451)",884147800778,884147800539,884147800777,0,16.666666670000001,4
"LINESTRING (1684529.26104899821803 248331.566737473884132,1684545.211546511156484 248852.851589628582587)",884147802577,884147800525,884147800431,1,11.111111110000000,2
"LINESTRING (1686827.108018620172516 248443.159429398161592,1686829.82491312827915 248607.505341918003978,1686826.170215534511954 248666.276759311062051)",884147800779,884147800771,884147800778,0,16.666666670000001,3
"LINESTRING (1684545.211546511156484 248852.851589628582587,1684545.728961296146736 249042.675595955341123,1684553.242438532644883 249335.12758706259774)",884147802578,884147800431,884147802323,1,11.111111110000000,3
"LINESTRING (1686826.170215534511954 248666.276759311062051,1686824.190415633842349 248706.428673510963563,1686818.119329834589735 248778.939271290320903,1686796.86813703039661 248852.679326055396814)",884147800780,884147800778,884147800539,0,16.666666670000001,4
"LINESTRING (1688196.624849654501304 247647.544667965121334,1688163.650558131048456 247732.239672217081534,1687765.707674733363092 248410.055169947620016)",884147801552,884147800499,884147801464,1,16.666666670000001,3
"LINESTRING (1684799.472606751834974 248166.592566820647335,1684808.068721850169823 248206.568817889114143,1684811.535457091638818 248414.935560727695702)",884147802580,884147800526,884147802325,1,11.111111110000000,3
"LINESTRING (1687765.707674733363092 248410.055169947620016,1687508.032805206254125 248775.375790419871919,1687462.445637493859977 248856.366073520388454,1687431.813016874482855 248922.432007510593394)",884147801553,884147801464,884147800788,1,16.666666670000001,4
"LINESTRING (1684811.535457091638818 248414.935560727695702,1684818.875821497756988 248856.125253698119195)",884147802581,884147802325,884147800432,1,11.111111110000000,2
"LINESTRING (1683596.958528671646491 247713.032203257083893,1683595.061713335569948 247876.476598336710595)",884147800526,884147800570,884147800546,1,5.833333333000000,2
"LINESTRING (1685094.457020511385053 248855.456932155269897,1685096.327100111404434 248967.955445236497326,1685092.320104945916682 249005.205738130840473,1685080.238322310848162 249033.783583374752197,1684924.350568106630817 249277.090873787936289,1684890.726664241636172 249321.683404119539773)",884147802582,884147800433,884147802326,1,11.111111110000000,6
"LINESTRING (1683596.223332683090121 247669.011113152024336,1683596.958528671646491 247713.032203257083893)",884147800527,884147800571,884147800570,1,5.833333333000000,2
"LINESTRING (1685696.852431547129527 248476.553011039970443,1685712.540637064026669 248545.767524702299852,1685715.784006074536592 248581.918878204858629,1685720.019862243207172 248837.241733425209532)",884147802583,884147802327,884147800434,1,11.111111110000000,4
"LINESTRING (1683576.868582574184984 247103.75020157135441,1683596.223332683090121 247669.011113152024336)",884147800528,884147800572,884147800571,1,5.833333333000000,2
"LINESTRING (1685720.019862243207172 248837.241733425209532,1685808.684907969553024 248843.599321439629421,1685846.04160283645615 248864.507253843126819,1685876.503505744040012 248908.035475044744089,1685922.879441034048796 249034.473919551412109,1685930.633744563674554 249063.700902946060523,1685926.803551413118839 249111.711757414857857,1685904.87497230200097 249144.366364160348894,1685773.713180064689368 249245.371550399111584,1685761.40335867437534 249260.253482812520815,1685747.533406347502023 249300.602762397873448,1685743.26557191926986 249322.200943022733554,1685743.995856745634228 249366.222128870547749,1685756.55366499745287 249406.133064585272223,1685781.664525503991172 249445.835810588265304,1685811.817412067437544 249470.77720735812909,1685831.816539910854772 249481.209257060632808,1685967.679310679901391 249504.398263020382728,1686005.164272256894037 249533.132502399326768,1686033.095542212249711 249583.552520972909406,1686046.199802612420171 249616.604959388816496,1686059.291840575868264 249688.798310751153622,1686063.26398651022464 249768.970929530594731,1686055.412857540883124 249893.372759830672294,1686007.804463991662487 250130.963005666417303,1685970.110637853853405 250249.009891978290398)",884147802584,884147800434,884147802328,1,11.111111110000000,26
"LINESTRING (1683572.386509323725477 246954.111611873697257,1683576.868582574184984 247103.75020157135441)",884147800529,884147800573,884147800572,1,5.833333333000000,2
"LINESTRING (1683572.597064292058349 246531.387814313406125,1683568.922789577860385 246746.723387341044145)",884147800530,884147800574,884147800575,1,5.833333333000000,2
"LINESTRING (1686546.521316503407434 247262.815354364807718,1686583.098287217784673 247396.267104967584601,1686601.427048332290724 247465.438630477845436)",884147800787,884147800772,884147800769,0,16.666666670000001,3
"LINESTRING (1683568.922789577860385 246746.723387341044145,1683572.386509323725477 246954.111611873697257)",884147800531,884147800575,884147800573,1,5.833333333000000,2
"LINESTRING (1686579.573466193396598 247462.864555429172469,1686558.650134067516774 247396.671520632284228,1686488.125209643272683 247168.865349112980766,1686444.618676521116868 247056.077293574606301,1686401.354537218576297 246957.963073746330338)",884147800788,884147800768,884147800773,0,16.666666670000001,5
"LINESTRING (1683775.748043392319232 246743.270621263422072,1683779.878938573645428 246990.766994257486658)",884147803874,884147803110,884147803373,1,5.833333333000000,2
"LINESTRING (1687431.813016874482855 248922.432007510593394,1687616.924836996942759 248966.347789645951707,1687938.75334385712631 249045.196629532758379,1688176.299731598468497 249102.931997108535143,1688462.752487170044333 249160.844584168808069,1688883.017805757699534 249238.090961694688303,1689871.160260785603896 249407.807891675154679,1690252.241350332042202 249473.983739827614045)",884147800793,884147800788,884147800789,1,16.666666670000001,8
"LINESTRING (1686796.86813703039661 248852.679326055396814,1686959.823171433992684 248875.427646194351837)",884147800795,884147800539,884147800790,1,16.666666670000001,2
"LINESTRING (1686959.823171433992684 248875.427646194351837,1687184.884409315418452 248897.151848214125494)",884147800796,884147800790,884147800791,1,16.666666670000001,2
"LINESTRING (1687184.884409315418452 248897.151848214125494,1687209.39524217764847 248900.661241556284949,1687280.864813244435936 248906.331078191724373)",884147800797,884147800791,884147800792,1,16.666666670000001,3
"LINESTRING (1687280.864813244435936 248906.331078191724373,1687431.813016874482855 248922.432007510593394)",884147800798,884147800792,884147800788,1,16.666666670000001,2
"LINESTRING (1685517.907341526588425 248844.509490310796537,1685514.614046743372455 248924.802620675414801,1685495.767275270074606 248983.826536925422261,1685243.965618617366999 249381.37235226642224,1685234.672924320679158 249418.710428225516807,1685238.209694330347702 249472.470168614148861,1685260.74383145221509 249516.129122515645577,1685270.784163258271292 249523.790474303532392,1685384.785203163744882 249583.543660309165716)",884147802597,884147800435,884147802342,1,11.111111110000000,9
"LINESTRING (1686829.38429782516323 245302.0835816244944,1686811.125649209599942 245357.18225933201029,1686758.813504655379802 245471.554825994273415,1686742.345933644101024 245555.000947808293859,1686739.240527226356789 245647.032834812445799,1686755.525331725133583 245752.443411634245422,1686779.367786304559559 245835.223195889237104,1686878.328614597674459 246143.77739046519855)",884147802854,884147802559,884147800795,1,11.111111110000000,8
"LINESTRING (1686755.030353356152773 247481.490439182525733,1686749.398149507353082 247620.532927623629803,1686759.850468534510583 247773.008738239266677,1686784.25912169739604 247930.14642224877025,1686814.470824051415548 248118.500748192862375,1686825.837327692192048 248206.379375851625809,1686834.609335575485602 248297.236443087051157,1686827.108018620172516 248443.159429398161592)",884147800799,884147800711,884147800771,0,16.666666670000001,8
"LINESTRING (1686827.378782202955335 244860.805846032948466,1686838.035646549193189 245225.616330406162888,1686829.38429782516323 245302.0835816244944)",884147802855,884147800725,884147802559,1,11.111111110000000,3
"LINESTRING (1686829.38429782516323 245302.0835816244944,1685794.827325111720711 245337.801168292353395)",884147802856,884147802559,884147802560,1,11.111111110000000,2
"LINESTRING (1685805.125331087037921 246078.367980533017544,1685924.853014740394428 246163.471175788668916,1685971.948439889587462 246173.454324329126393,1686464.004281381843612 246150.628433160978602,1686878.328614597674459 246143.77739046519855)",884147800801,884147800794,884147800795,1,11.111111110000000,5
"LINESTRING (1687243.614104764768854 245288.392757840570994,1686829.38429782516323 245302.0835816244944)",884147802857,884147802561,884147802559,1,11.111111110000000,2
"LINESTRING (1686878.328614597674459 246143.77739046519855,1687080.067882622592151 246152.187013212766033,1687624.441629538312554 246135.376972605648916,1687678.982398102991283 246156.005285254330374,1687704.463825032347813 246178.091172958404059)",884147800802,884147800795,884147800476,1,11.111111110000000,5
"LINESTRING (1690152.091939735226333 243955.824274442566093,1690117.721219447441399 243996.505328824016033,1690063.945169227896258 244022.82610329714953,1689741.388565388508141 244025.16865298623452)",884147802858,884147802562,884147802563,1,5.833333333000000,4
"LINESTRING (1686151.413878981955349 247071.695246841118205,1686026.678886682027951 246803.690966516529443)",884147800803,884147800482,884147800796,0,16.666666670000001,2
"LINESTRING (1689741.388565388508141 244025.16865298623452,1689620.495937094790861 244030.083811521646567,1689581.504134907387197 244030.72246669899323)",884147802859,884147802563,884147800644,1,5.833333333000000,3
"LINESTRING (1686042.340013797162101 246592.071756324439775,1685982.313766243401915 246519.677634442661656,1685919.968232 246466.89248395463801,1685822.162221032893285 246388.27548343106173,1685693.346550160320476 246313.108864847483346)",884147800804,884147800797,884147800798,0,11.111111110000000,5
"LINESTRING (1688171.172206052578986 245940.453983741288539,1688892.842902631498873 245932.505842986312928,1688954.346585476538166 245934.431713252764894,1689016.107167546171695 245952.009802399639739,1689075.997579481219873 245976.46838032110827,1689162.930101549485698 246037.66708510069293,1689213.148647855035961 246076.96246762436931,1689243.109592960448936 246090.170296033553313,1689299.582945137051865 246107.836006949975854,1689381.102630908833817 246121.17723788251169)",884147802860,884147800501,884147802564,1,11.111111110000000,10
"LINESTRING (1687105.197608024813235 246633.202060267125489,1687030.709937795531005 246725.434243442025036,1686989.437966975849122 246787.762511664768681,1686953.646480934228748 246861.742527531343512,1686920.724712231894955 246949.374430775555084,1686847.872366055613384 247140.410524138133042,1686812.324712241999805 247229.064548579684924,1686773.827046422753483 247299.175595271808561,1686732.91063700732775 247342.906763249833602,1686679.278167120879516 247377.063124069391051,1686627.369268824579194 247395.534864936344093,1686583.098287217784673 247396.267104967584601,1686558.650134067516774 247396.671520632284228,1686516.908889108803123 247390.512449242465664,1686479.728188992245123 247380.363939717411995,1686442.417921113083139 247362.389511059882352,1686402.237830333644524 247330.763414214918157,1686369.727664951235056 247283.354172166640637,1686339.086266979575157 247229.06442911666818,1686249.139916152693331 247026.043533207441214,1686142.072570942575112 246787.101489061227767,1686090.649948073783889 246675.423845046781935,1686042.340013797162101 246592.071756324439775)",884147800805,884147800487,884147800797,0,11.111111110000000,23
"LINESTRING (1689381.102630908833817 246121.17723788251169,1689763.112214403459802 246118.833050615445245)",884147802861,884147802564,884147802480,1,11.111111110000000,2
"LINESTRING (1685693.346550160320476 246313.108864847483346,1685630.322506659897044 246259.3573820690508,1685530.710428823018447 246191.535507864202373,1685451.360298206564039 246149.797766637435416,1685290.161997627234086 246075.171411907998845)",884147800806,884147800798,884147800763,0,16.666666670000001,5
"LINESTRING (1683224.403486168244854 248871.953264647134347,1683238.267730079358444 249542.986015247850446)",884147802605,884147800436,884147800592,1,11.111111110000000,2
"LINESTRING (1689762.744326920714229 245611.968752806773409,1690055.488945398712531 245607.178209345351206)",884147802862,884147802481,884147802565,1,11.111111110000000,2
"LINESTRING (1686026.678886682027951 246803.690966516529443,1685953.07674809335731 246669.875313915224979,1685869.448199783684686 246529.376527876855107,1685793.687467281939462 246424.952770529518602,1685693.346550160320476 246313.108864847483346)",884147800807,884147800796,884147800798,0,16.666666670000001,5
"LINESTRING (1689389.068133251508698 245679.736656153865624,1689389.394871097523719 246022.211349411052652,1689381.102630908833817 246121.17723788251169)",884147802863,884147802566,884147802564,1,11.111111110000000,3
"LINESTRING (1681590.777144372928888 246086.089612963987747,1681714.594460800755769 246098.687278110766783,1681758.934190080035478 246101.856644431798486,1681877.399131065001711 246110.631178697425639,1681988.414481359068304 246108.767747897451045,1682118.527560079237446 246102.670501715649152,1682652.759193711448461 246072.188566106517101,1683105.958330393070355 246057.754465800418984,1683440.922388122417033 246048.241601150046336,1684554.800577339483425 246014.988381049217423)",884147803900,884147803393,884147800503,0,26.388888890000000,10
"LINESTRING (1686767.837675671558827 244857.875860488158651,1686827.378782202955335 244860.805846032948466)",884147803396,884147801385,884147800725,1,5.833333333000000,2
"LINESTRING (1686767.837675671558827 244857.875860488158651,1686738.76031085010618 244858.356511508260155)",884147803397,884147801385,884147801405,0,5.833333333000000,2
"LINESTRING (1687765.707674733363092 248410.055169947620016,1687731.220938657876104 248402.795399358088616,1687636.559093474410474 248353.472955004486721,1687582.13743524486199 248339.692504263017327,1687500.690374153200537 248330.271997039322741,1687291.239485351368785 248333.72772879950935,1687241.37800382450223 248315.958922617282951)",884147802906,884147801464,884147802607,0,5.833333333000000,7
"LINESTRING (1687241.37800382450223 248315.958922617282951,1687263.729741216404364 248308.740357434522593,1687313.21984223369509 248304.009474761027377)",884147802907,884147802607,884147802608,0,5.833333333000000,3
"LINESTRING (1687313.21984223369509 248304.009474761027377,1687440.627627973211929 248295.057633894262835,1687584.183430942473933 248303.453669576789252,1687667.919189738575369 248331.428613818337908,1687737.956797545775771 248370.393354738189373,1687765.707674733363092 248410.055169947620016)",884147802908,884147802608,884147801464,0,5.833333333000000,6
"LINESTRING (1684847.437413255916908 247196.083094066911144,1684860.659163703676313 247235.982433732831851)",884147802910,884147801377,884147800704,1,11.111111110000000,2
"LINESTRING (1688206.321204310283065 245264.700020001851954,1688234.316867408808321 245319.03626164549496,1688249.757472109748051 245333.459962814376922,1688264.424553662771359 245341.04679447892704,1688279.623699019895867 245340.796762947662501,1688296.740967347985134 245336.601131253642961,1688335.553080700803548 245325.199081050726818)",884147800614,884147800490,884147800466,0,16.666666670000001,7
"LINESTRING (1686283.424590966897085 248777.02154992762371,1686249.423966947477311 248799.111944933451014,1686229.910462284460664 248818.026924797304673,1686213.088451495394111 248839.83290110170492)",884147800615,884147800536,884147800531,0,11.111111110000000,4
"LINESTRING (1684251.807326278183609 248854.803429834835697,1684545.211546511156484 248852.851589628582587)",884147800367,884147800430,884147800431,1,11.111111110000000,2
"LINESTRING (1689527.176468599354848 243579.538943067018408,1689552.414887469029054 243627.072672725014854,1689567.659693378256634 243669.877563818619819,1689574.212916939286515 243747.07282665441744,1689581.504134907387197 244030.72246669899323)",884147800625,884147800460,884147800644,1,11.111111110000000,5
"LINESTRING (1684545.211546511156484 248852.851589628582587,1684818.875821497756988 248856.125253698119195)",884147800368,884147800431,884147800432,1,11.111111110000000,2
"LINESTRING (1689581.504134907387197 244030.72246669899323,1689596.674641461810097 244512.881414333940484,1689618.167082617757842 244614.294849364552647,1689633.250777762616053 244647.317281755851582,1689706.593822480179369 244766.473436932195909,1689722.322082153288648 244798.506868276454043)",884147800626,884147800644,884147800645,1,11.111111110000000,6
"LINESTRING (1684818.875821497756988 248856.125253698119195,1685094.457020511385053 248855.456932155269897)",884147800369,884147800432,884147800433,1,11.111111110000000,2
"LINESTRING (1689722.322082153288648 244798.506868276454043,1689742.928465690230951 244886.235744435078232,1689758.768313579726964 245086.571790637681261)",884147803196,884147800645,884147802482,1,11.111111110000000,3
"LINESTRING (1685720.019862243207172 248837.241733425209532,1685517.907341526588425 248844.509490310796537)",884147800370,884147800434,884147800435,1,11.111111110000000,2
"LINESTRING (1682926.423511093482375 248876.937684870004887,1683224.403486168244854 248871.953264647134347)",884147800371,884147800420,884147800436,1,11.111111110000000,2
"LINESTRING (1690876.92610402032733 244582.956057797535323,1690771.364326001144946 244595.441959620191483,1690697.699521645670757 244618.171452609472908,1690531.343656837241724 244712.867676385387313,1690446.135837493697181 244757.313963558204705,1690372.488021824276075 244781.022971669473918,1690271.489627596922219 244789.523062252876116,1689722.322082153288648 244798.506868276454043)",884147803199,884147802851,884147800645,1,11.111111110000000,8
"LINESTRING (1683534.937024656217545 248866.763841787731508,1684251.807326278183609 248854.803429834835697)",884147800373,884147800437,884147800430,1,11.111111110000000,2
"LINESTRING (1683224.403486168244854 248871.953264647134347,1683534.937024656217545 248866.763841787731508)",884147800374,884147800436,884147800437,1,11.111111110000000,2
"LINESTRING (1685517.907341526588425 248844.509490310796537,1685094.457020511385053 248855.456932155269897)",884147800375,884147800435,884147800433,1,11.111111110000000,2
"LINESTRING (1689956.974493905203417 243787.775561934831785,1690004.025468219304457 243794.833964308840223,1690178.547424185555428 243794.915517997753341)",884147803213,884147802863,884147802860,1,5.833333333000000,3
"LINESTRING (1688189.262970446608961 245553.642719673342071,1688034.869461462832987 245771.457283368945355)",884147800388,884147800450,884147800451,1,22.222222219999999,2
"LINESTRING (1686751.025058276252821 246799.530533070879756,1686601.451060292311013 246867.564470074139535)",884147800389,884147800452,884147800453,1,11.111111110000000,2
"LINESTRING (1684493.666965404525399 247821.372713034943445,1684388.329859655816108 247885.752239875000669)",884147800390,884147800454,884147800455,1,11.111111110000000,2
"LINESTRING (1684229.52230972587131 247953.958968192659086,1683598.578186433762312 248245.319657902582549)",884147800391,884147800456,884147800457,0,11.111111110000000,2
"LINESTRING (1683060.739160556346178 248491.110585963004269,1682940.678246160969138 248544.002358985570027)",884147800392,884147800458,884147800284,0,11.111111110000000,2
"LINESTRING (1683598.578186433762312 248245.319657902582549,1683060.739160556346178 248491.110585963004269)",884147800393,884147800457,884147800458,0,11.111111110000000,2
"LINESTRING (1684388.329859655816108 247885.752239875000669,1684229.52230972587131 247953.958968192659086)",884147800394,884147800455,884147800456,0,11.111111110000000,2
"LINESTRING (1685623.372072838945314 247314.314592356909998,1685014.428529479773715 247579.820994689769577)",884147800399,884147800464,884147800465,1,11.111111110000000,2
"LINESTRING (1688335.553080700803548 245325.199081050726818,1688189.262970446608961 245553.642719673342071)",884147800400,884147800466,884147800450,1,22.222222219999999,2
"LINESTRING (1689527.176468599354848 243579.538943067018408,1689387.710862710839137 243782.419690324808471,1689170.804268434643745 244100.079200726526324,1688936.65834028669633 244414.110225032520248,1688865.03724965127185 244520.965574066329282,1688792.868594974279404 244634.679802821774501)",884147800401,884147800460,884147800467,1,22.222222219999999,6
"LINESTRING (1688792.868594974279404 244634.679802821774501,1688691.63749754615128 244789.969353050022619)",884147800402,884147800467,884147800468,1,22.222222219999999,2
"LINESTRING (1688691.63749754615128 244789.969353050022619,1688638.765875287121162 244871.076212172542)",884147800403,884147800468,884147800469,1,22.222222219999999,2
"LINESTRING (1688638.765875287121162 244871.076212172542,1688598.209618621971458 244937.303121754928725)",884147800404,884147800469,884147800470,1,22.222222219999999,2
"LINESTRING (1688598.209618621971458 244937.303121754928725,1688535.603059076005593 245029.333923151280032)",884147800405,884147800470,884147800471,1,22.222222219999999,2
"LINESTRING (1688535.603059076005593 245029.333923151280032,1688489.825120729859918 245099.560962385148741)",884147800406,884147800471,884147800472,1,22.222222219999999,2
"LINESTRING (1688489.825120729859918 245099.560962385148741,1688424.57629028824158 245191.635584248346277)",884147800407,884147800472,884147800473,1,22.222222219999999,2
"LINESTRING (1688424.57629028824158 245191.635584248346277,1688376.816662705503404 245261.895493478339631)",884147800408,884147800473,884147800474,1,22.222222219999999,2
"LINESTRING (1688376.816662705503404 245261.895493478339631,1688335.553080700803548 245325.199081050726818)",884147800409,884147800474,884147800466,1,22.222222219999999,2
"LINESTRING (1688034.869461462832987 245771.457283368945355,1687979.956594167277217 245848.685617604380241,1687882.945521225454286 245978.468814933672547)",884147800410,884147800451,884147800475,1,22.222222219999999,3
"LINESTRING (1687882.945521225454286 245978.468814933672547,1687798.58771013864316 246073.796002176997717,1687704.463825032347813 246178.091172958404059)",884147800411,884147800475,884147800476,1,22.222222219999999,3
"LINESTRING (1684637.940083688823506 247753.410135862039169,1684493.666965404525399 247821.372713034943445)",884147800412,884147800477,884147800454,1,11.111111110000000,2
"LINESTRING (1684693.680394022259861 247727.040996806201292,1684637.940083688823506 247753.410135862039169)",884147800413,884147800478,884147800477,1,11.111111110000000,2
"LINESTRING (1689758.768313579726964 245086.571790637681261,1690064.077016364084557 245081.575812037219293)",884147803497,884147802482,884147803081,1,11.111111110000000,2
"LINESTRING (1684791.399631183128804 247681.381773323082598,1684693.680394022259861 247727.040996806201292)",884147800414,884147800479,884147800478,1,11.111111110000000,2
"LINESTRING (1685014.428529479773715 247579.820994689769577,1684855.020565570564941 247651.946461440704297)",884147800415,884147800465,884147800480,1,11.111111110000000,2
"LINESTRING (1684855.020565570564941 247651.946461440704297,1684791.399631183128804 247681.381773323082598)",884147800416,884147800480,884147800479,1,11.111111110000000,2
"LINESTRING (1686601.451060292311013 246867.564470074139535,1686428.268256188370287 246946.753975378902396,1686401.354537218576297 246957.963073746330338,1686335.102030239766464 246988.415201395808253)",884147800417,884147800453,884147800481,1,11.111111110000000,4
"LINESTRING (1686335.102030239766464 246988.415201395808253,1686249.139916152693331 247026.043533207441214,1686151.413878981955349 247071.695246841118205)",884147800418,884147800481,884147800482,1,11.111111110000000,3
"LINESTRING (1683596.223332683090121 247669.011113152024336,1682944.90009533893317 247927.464196769811679)",884147801446,884147800571,884147801376,1,5.833333333000000,2
"LINESTRING (1686151.413878981955349 247071.695246841118205,1685992.658201559213921 247143.800208251923323)",884147800419,884147800482,884147800483,1,11.111111110000000,2
"LINESTRING (1685992.658201559213921 247143.800208251923323,1685868.020305171143264 247200.663098288263427)",884147800420,884147800483,884147800484,1,11.111111110000000,2
